ADJ,ADV,CONJ,NOUN,NUM,VERB,COMMA,FULLSTOP,SPECIAL-,FUNCTION-A,FUNCTION-IN,FUNCTION-OF,FUNCTION-THE,uppercase_freq,flesch_reading_ease,flesch_kincaid_grade_level,avg_word_length,avg_sentence_length,text_perplexity,avg_sentence_perplexity,prompt_text_cosine_similarity,avg_sentence_cosine_similarity,tf_idfs_get,tf_idfs_like,tf_idfs_sum,tf_idfs_summary,tf_idfs_overall,tf_idfs_summarize,tf_idfs_dont,tf_idfs_say,tf_idfs_im,tf_idfs_look,tf_idfs_said,tf_idfs_know,tf_idfs_think,tf_idfs_summarise,tf_idfs_end,tf_idfs_conclude,tf_idfs_told,tf_idfs_conclusion,tf_idfs_finale,label
4,2,2,24,0,5,1,2,0,0,2,1,1,0.01881720430107527,34.09,15.6,5.491228070175438,30.0,1.1750513315200806,1.0748761892318726,0.9542084336280823,0.9821780920028687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5,1,1,13,0,8,3,2,0,2,0,0,0,0.006535947712418301,-0.1,18.4,6.365853658536586,23.0,1.0004956722259521,1.0003318190574646,0.9712791442871094,0.9841759204864502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,1,3,11,0,6,1,2,0,0,3,2,1,0.08502024291497975,43.22,12.1,5.125,22.0,1.0026220083236694,1.0027034282684326,0.9795336723327637,0.9779034852981567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5,0,1,20,1,6,1,3,2,0,0,2,2,0.018404907975460124,30.16,13.0,5.551020408163265,19.0,1.1404484510421753,1.2882696787516277,0.9635400772094727,0.961710512638092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,3,1,14,0,3,0,2,0,1,1,0,0,0.045081967213114756,28.84,13.5,6.117647058823529,18.5,1.7766001224517822,1.582871675491333,0.9813100099563599,0.9829576015472412,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,0,1,4,0,1,0,1,0,1,1,0,0,0.032520325203252036,20.38,14.6,6.235294117647059,18.0,1.0004117488861084,1.0004117488861084,0.978850245475769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,1,3,20,0,5,1,3,2,2,5,1,5,0.041463414634146344,48.43,12.1,4.746478873239437,25.666666666666668,1.0047165155410767,1.0020147164662678,0.9716832041740417,0.9825218617916107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,0,0,6,0,2,0,1,0,0,1,0,0,0.009615384615384616,47.79,10.3,5.933333333333334,16.0,1.004826307296753,1.004826307296753,0.9788489937782288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,1,2,3,0,2,0,1,0,1,1,0,0,0.027777777777777776,62.68,8.7,5.352941176470588,18.0,1.0110948085784912,1.0110948085784912,0.984295666217804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10,0,1,8,0,4,0,2,0,0,2,1,1,0.040983606557377046,4.98,16.4,6.59375,17.5,1.000401496887207,1.0019306540489197,0.9737148880958557,0.9833928942680359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,3,2,19,1,5,0,3,0,2,1,5,3,0.008695652173913044,36.59,12.6,5.452830188679245,19.0,1.0539525747299194,1.0094883441925049,0.9840906262397766,0.9754363596439362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,0,2,11,1,3,2,2,0,0,2,1,0,0.04310344827586207,21.4,14.3,6.15625,18.0,1.0077840089797974,1.0102741718292236,0.984618067741394,0.9779251217842102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,5,2,12,0,4,2,2,2,0,1,0,0,0.026936026936026935,17.34,15.8,6.0,24.0,1.0029898881912231,1.388265073299408,0.9740374684333801,0.9708982706069946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,9,2,5,0,5,2,2,0,0,0,0,0,0.07079646017699115,29.35,13.3,5.757575757575758,18.5,1.0858309268951416,1.1368671655654907,0.9877307415008545,0.9809888601303101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13,3,2,14,0,6,2,3,2,0,2,2,1,0.007537688442211055,19.06,15.1,5.912280701754386,21.333333333333332,1.00374174118042,1.0307448705037434,0.9820955991744995,0.9613224565982819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,1,1,16,0,5,0,2,0,2,5,4,5,0.0064516129032258064,44.07,13.8,4.722222222222222,28.0,1.205274224281311,1.2647657990455627,0.9631900787353516,0.9859546422958374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9,1,1,11,1,2,3,1,0,0,0,4,2,0.0031847133757961785,1.44,24.0,6.068181818181818,48.0,1.008095145225525,1.008095145225525,0.9848302602767944,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5,0,0,4,0,1,0,1,1,1,0,0,0,0.056910569105691054,12.94,15.4,6.235294117647059,19.0,1.0026053190231323,1.0026053190231323,0.9956928491592407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5,0,1,3,0,2,1,1,0,0,0,0,0,0.008620689655172414,37.3,12.3,5.764705882352941,19.0,1.0049031972885132,1.0049031972885132,0.9706619381904602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,1,3,30,2,3,1,2,0,2,3,2,3,0.058823529411764705,54.9,13.8,4.298507462686567,35.5,1.578364610671997,1.1412509679794312,0.9741967916488647,0.9920473694801331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,0,1,7,0,4,0,1,0,0,1,2,1,0.039473684210526314,36.63,14.6,4.846153846153846,27.0,1.1005750894546509,1.1005750894546509,0.9696959853172302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,0,1,4,0,3,1,1,0,0,0,0,1,0.015503875968992248,58.62,10.3,5.095238095238095,23.0,1.8489959239959717,1.8489959239959717,0.9789600372314453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11,1,1,14,0,3,0,3,0,1,2,3,1,0.00909090909090909,21.4,14.3,5.833333333333333,17.0,1.001070499420166,1.001273512840271,0.9706674218177795,0.981784850358963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,0,1,8,0,3,0,1,1,0,1,2,0,0.00684931506849315,50.16,11.5,5.636363636363637,24.0,1.0256564617156982,1.0256564617156982,0.9681636095046997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5,1,0,5,0,5,1,2,0,0,1,1,4,0.021739130434782608,52.7,10.5,5.162162162162162,20.0,1.031023383140564,1.0283993482589722,0.9796773791313171,0.9695395231246948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,0,3,17,0,5,2,2,0,2,3,2,1,0.015584415584415584,23.6,17.5,5.161290322580645,33.5,1.56540048122406,1.3040568828582764,0.9821556806564331,0.9830766916275024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,1,1,10,0,2,1,1,3,0,1,0,1,0.040229885057471264,43.06,14.2,4.580645161290323,36.0,1.012376308441162,1.012376308441162,0.9746066927909851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,3,0,17,1,8,1,3,4,0,1,3,1,0.008746355685131196,36.59,12.6,4.964912280701754,21.666666666666668,1.0070732831954956,1.0025288661321003,0.9740879535675049,0.9815234243869781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9,1,2,18,0,4,1,2,3,0,2,3,4,0.023391812865497075,14.29,17.0,5.938775510204081,27.5,1.0094656944274902,1.0043530464172363,0.9753687977790833,0.9870832562446594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,1,0,6,0,1,1,1,0,0,2,1,1,0.05161290322580645,29.18,15.4,4.923076923076923,29.0,1.0006157159805298,1.0006157159805298,0.9789054989814758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7,4,4,16,0,5,2,2,0,0,1,2,2,0.044444444444444446,28.67,15.6,6.0,27.5,1.179054617881775,1.1190316677093506,0.987656831741333,0.9657350182533264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7,2,0,8,0,3,0,1,0,0,0,0,0,0.0045662100456621,-8.73,21.7,6.551724137931035,30.0,1.012633204460144,1.012633204460144,0.9891735911369324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,1,0,6,1,2,0,1,0,0,1,1,1,0.007874015748031496,27.83,13.9,6.0,20.0,1.0130805969238281,1.0130805969238281,0.9777648448944092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7,0,3,14,0,6,1,2,1,1,0,3,1,0.047021943573667714,29.69,15.2,5.34,27.0,1.003799557685852,1.0092077851295471,0.9728138446807861,0.9847001433372498,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,1,2,27,1,10,2,3,0,3,3,2,3,0.005917159763313609,14.29,17.0,6.27536231884058,25.0,1.0070881843566895,1.022566318511963,0.9743625521659851,0.9774425029754639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5,1,0,6,0,2,0,2,1,1,1,0,0,0.014388489208633094,4.14,14.7,7.117647058823529,10.0,1.0012849569320679,1.0007033348083496,0.98323655128479,0.970231294631958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,1,1,14,0,2,1,2,0,2,0,2,4,0.008670520231213872,21.23,16.4,5.9,26.5,1.0109134912490845,1.01408851146698,0.9422765374183655,0.977468729019165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,1,1,9,0,3,1,2,0,0,1,1,1,0.008849557522123894,53.71,10.1,5.4,19.0,1.0068472623825073,1.0041622519493103,0.980194628238678,0.9778319001197815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
3,1,0,11,0,6,0,3,0,1,3,0,0,0.0749063670411985,33.61,11.6,6.162162162162162,13.333333333333334,1.0048894882202148,1.0089969635009766,0.9828740358352661,0.981939971446991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,0,2,14,1,2,5,1,0,1,0,2,1,0.015444015444015444,24.45,19.3,5.657894736842105,45.0,1.7895857095718384,1.7895857095718384,0.9779772758483887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0,0,3,0,1,0,1,0,0,1,1,1,0.02564102564102564,58.28,8.4,5.0,14.0,1.539641261100769,1.539641261100769,0.9971298575401306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,3,2,15,0,4,3,2,0,0,2,5,5,0.05142857142857143,18.69,17.4,5.290909090909091,30.5,1.018011450767517,1.0871159434318542,0.9660800695419312,0.984268307685852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,5,1,14,0,3,3,2,1,1,1,3,2,0.006172839506172839,30.7,14.8,5.666666666666667,27.0,1.00399911403656,1.0027358531951904,0.9714351296424866,0.9892721176147461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0,0,4,0,1,0,1,0,0,0,1,0,0.014705882352941176,-4.33,15.9,6.666666666666667,10.0,2.1024622917175293,2.1024622917175293,0.9795634746551514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,1,1,13,0,1,0,2,1,1,1,3,3,0.0078125,18.86,15.2,5.7105263157894735,20.5,1.0026514530181885,1.0012149810791016,0.9721217155456543,0.9808945059776306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5,5,2,9,0,5,1,2,1,0,1,1,2,0.022727272727272728,15.31,16.6,5.8,24.5,1.0074584484100342,1.0200638175010681,0.9776553511619568,0.9849081635475159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,0,0,5,0,3,1,1,0,1,0,2,1,0.027586206896551724,24.78,15.0,5.857142857142857,23.0,1.0044875144958496,1.0044875144958496,0.9824916124343872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0,0,5,0,2,0,1,0,0,3,2,2,0.08148148148148149,55.58,11.5,4.625,25.0,1.1563037633895874,1.1563037633895874,0.9750819206237793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11,3,5,17,0,9,4,3,0,1,1,4,4,0.06792452830188679,27.15,16.2,5.365853658536586,30.666666666666668,1.1730915307998657,1.1124139229456584,0.9558773040771484,0.9818894565105438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,1,1,12,0,4,0,2,0,0,1,1,4,0.019762845849802372,43.73,11.9,5.631578947368421,20.0,1.0052165985107422,1.0042499899864197,0.9715207815170288,0.9810923337936401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,3,1,8,0,2,2,2,0,1,0,3,3,0.027874564459930314,40.18,13.2,5.311111111111111,24.5,1.0591412782669067,1.019622027873993,0.955299437046051,0.982096791267395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,2,0,16,1,3,1,2,0,2,1,3,2,0.04093567251461988,44.58,13.6,5.181818181818182,30.0,1.0132758617401123,1.1895909309387207,0.9818135499954224,0.9856765866279602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,2,2,13,1,2,3,2,0,0,1,3,0,0.007434944237918215,42.72,12.3,5.625,22.5,1.0090714693069458,1.0073748230934143,0.9731740951538086,0.9821228981018066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10,1,5,18,2,7,0,4,0,2,3,1,2,0.01834862385321101,21.9,14.1,5.703125,18.0,1.185084581375122,1.082954317331314,0.9693974256515503,0.9625896612803141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7,2,2,18,1,9,3,3,1,1,1,2,3,0.03953488372093023,25.49,14.7,5.854838709677419,23.0,1.1311373710632324,1.0436716079711914,0.9722303152084351,0.985683798789978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9,3,3,18,0,4,4,2,1,0,1,1,2,0.005305039787798408,26.64,16.4,5.543859649122807,32.0,1.1151021718978882,1.05352121591568,0.9581995606422424,0.9792829751968384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,0,2,8,0,6,1,2,0,1,0,2,2,0.014652014652014652,34.26,13.5,5.775,21.5,1.020682454109192,1.0053961873054504,0.9836024045944214,0.9856613278388977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,0,1,11,1,2,1,1,2,2,1,1,1,0.022988505747126436,25.12,17.0,4.580645161290323,35.0,1.018843173980713,1.018843173980713,0.9873289465904236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,0,0,6,0,1,1,1,0,0,0,2,3,0.034482758620689655,59.64,9.9,4.75,22.0,1.0005460977554321,1.0005460977554321,0.9708202481269836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,2,3,13,0,7,0,3,0,0,0,1,1,0.01048951048951049,49.52,9.7,6.1,14.333333333333334,1.004555583000183,1.0181910594304402,0.9808915853500366,0.9730889201164246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,1,2,14,0,4,1,3,0,2,1,0,0,0.009584664536741214,47.49,10.4,5.739130434782608,16.666666666666668,1.1483442783355713,1.0318004687627156,0.9777421355247498,0.980934202671051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,0,2,13,0,3,2,1,0,2,1,3,2,0.0072992700729927005,-2.97,23.6,5.8,43.0,1.002001404762268,1.002001404762268,0.9769012928009033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10,4,1,18,3,3,0,3,1,2,2,2,2,0.018561484918793503,17.34,15.8,6.032786885245901,21.666666666666668,1.1015244722366333,1.0829924742380779,0.9824408888816833,0.9824646711349487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7,2,2,22,0,7,6,4,2,1,1,4,9,0.020618556701030927,43.93,11.8,5.181818181818182,22.25,1.2096606492996216,1.2365803122520447,0.9807875156402588,0.9784934123357137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14,0,1,16,0,9,1,3,2,1,0,2,1,0.021834061135371178,9.59,16.7,6.583333333333333,22.0,1.1694629192352295,1.2099628845850627,0.9778581857681274,0.9853162169456482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5,1,1,11,0,2,1,2,0,1,1,3,1,0.05045871559633028,36.28,12.7,5.0,19.5,1.0010099411010742,1.0011144876480103,0.9886946678161621,0.9856067299842834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,0,5,15,0,4,1,2,1,0,0,2,3,0.007272727272727273,33.24,13.8,5.348837209302325,23.5,1.1011546850204468,1.0276552438735962,0.9780592322349548,0.9842050075531006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,2,1,4,1,2,1,1,0,0,0,2,0,0.031914893617021274,54.22,9.9,4.411764705882353,20.0,1.4185558557510376,1.4185558557510376,0.9751858711242676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,5,5,19,0,4,5,3,0,0,1,1,3,0.06542056074766354,17.34,15.8,6.016666666666667,22.666666666666668,1.0314973592758179,1.049641211827596,0.9845767617225647,0.9848737120628357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
