Prompt,Response
Question: Does HER2 immunoreactivity provide prognostic information in locally advanced urothelial carcinoma patients receiving adjuvant M-VEC chemotherapy? Write an abstract for a scientific paper that answers the Question:," Does HER2 immunoreactivity provide prognostic information in locally advanced urothelial carcinoma patients receiving adjuvant M-VEC chemotherapy.

In the event that you don't have a suitable collaborator, send your abstract for consideration to the Department of Immunology, Department of Cancer, School of Medical Sciences, University of Sheffield, The University of Sheffield, Walthamstow 015 1DN, UK. The first of these responses can be sent within 3 months.

The Department of Immunology invites you to submit abstracts on the new technique(s) described in this announcement to receive future publications in this scientific journal.

Subsequent proposals will be chosen on the basis of quality and relevance of the submitted abstracts, and this decision will typically be announced on 1 April.

Submissions should be addressed to the Department of Immunology, Department of Cancer, School of Medical Sciences, University of Sheffield, The University of Sheffield, Walthamstow 015 1DN, UK. The first of these responses can be sent within 3 months. The Department of Immunology welcomes all proposals from researchers, but only those in accordance with the following guidelines.

All submissions should involve evidence to support the claims of the proposed technique(s) and should not contain methods or results of adverse effects or toxicities which did not come to light during the previous 50 years at the time of preparation. They should clearly communicate the nature of the proposed procedure – for example, by giving an example of the patient involved. In addition, authors submitting proposals should be free to choose any alternative procedure(s) if their experimental protocol has been validated.

Submissions should conclude with an editorial comment, which will be published separately (see the editorial guidelines below).

Submissions should be sent to:

Department of Immunology

Department of Cancer

School of Medical Sciences

University of Sheffield

Walthamstow 015 1DN

UK

Submissions can be sent using the following postal address:"
Question: Is halofantrine ototoxic? Write an abstract for a scientific paper that answers the Question:," Is halofantrine ototoxic?


Answer: The clinical situation concerning the safety of a medication given to an epileptic patient is not fully known. It should be determined whether certain effects occur in patients who receive the drug. There are some reports of the use of this drug at a dose which is very low (less than 1 mg). The only difference for this drug from the traditional anticonvulsant drugs is that it affects the peripheral nervous system.


Halofantrine has been studied in a wide range of different animal and human animal models. From the animal model studies, it has been suggested that certain brain or central nervous system effects of the drug could be elicited. However, these animal studies did not explore all the possible consequences of the drug in relation to the epileptic brain, and these effects need further exploration for further clinical trials.


In general, the clinical effect of halofantrine is most likely short lived (1-5 days) which lasts until the seizure ceases. Because the halofantrine is injected into the nerve, any changes (and consequently irreversible effects) in the nervous system are less likely to be discovered than in the case of other medications. No reports of the possible long-term effects of the drug have been published. However, there are many cases of long-term epileptic activity, which could occur if the patient continues to take the drug and fails to go into a state of unconsciousness. Such cases represent a serious problem in the long term, especially in young children who are especially sensitive to the effects of halofantrine. This in turn raises concerns about possible long-term toxic reactions. The fact that there are no long-term adverse events associated with halofantrine suggests that the drug should not be prescribed to patients.


It has to be reminded that the drug is not used for epileptic activity and that it is not suitable as a treatment for seizures in children. More information about the use of this drug in different medical settings is available on the website of the European Medicines Agency."
Question: Visceral adipose tissue area measurement at a single level: can it represent visceral adipose tissue volume? Write an abstract for a scientific paper that answers the Question:, Can visceral adipose tissue area measurement at a single level: can it represent visceral adipose tissue volume?
Question: Necrotizing fasciitis: an indication for hyperbaric oxygenation therapy? Write an abstract for a scientific paper that answers the Question:," What is the most effective treatment for treating N. fasciitis patients that has not been studied yet? Submit a paper to the Journal of the American Academy of Dermatology. Submit a paper to:

Journal of the American Academy, Vol. 97, No. 7, February 2007, pp. 1234-1236. Send abstracts to:

David B. Sargent, MD, A.D.

Pharmacy, 631 Spring Street

Somerset Hill, NJ 07445

Ph: (732) 278-1326 Fax: (732) 278-5686 E-mail: dbssargent@aado-daad.net

Website: http://www.aado-daad.net/


http://www.aado-daad.net/

This medical information is the property of its owner, the Aado Daado Medical Research Foundation® (DaD), and is presented here in the interest of knowledge and free from liability or liability-inducing claims, whether in tort (including negligence), contract or otherwise. Aado does not warrant or guarantee that this information is accurate, complete, or current. Copyright 2007 Aado Daado Medical Research Foundation

Aado Daado, Medical Research Foundation:

The website is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 3.0 United States License."
Question: Is the Hawkins sign able to predict necrosis in fractures of the neck of the astragalus? Write an abstract for a scientific paper that answers the Question:," If an object is placed on the skin in a fashion to mimic a human skull, is it able to correctly predict necrosis in each fracture? Explain your work and your conclusions.

Answer(s): No.

Frozen Bones

Question: Is a frozen bone an acceptable material for the study of bones, or can it not be frozen? Write an abstract for a scientific paper that answers the Questions: Are samples of frozen marrow and bone obtained from healthy individuals really acceptable for the study of bones? Can the frozen marrow and bone be analyzed for their presence of antibodies or for their ability to signal a bone marrow disease diagnosis?

Answer: This type of study is only feasible if you include a healthy non-pregnant female subject; in all other cases, you should consider an additional source and obtain the subject to evaluate for the presence of bone marrow disease. In any case, a freeze-dried specimen should be treated with 1ml of the following anti-cancer drug (i.e., 1ml of Laminarin or Ampicillin) twice daily for 4 to 10 days (or until bone looks like a complete stump), following which a marrow culture should be obtained. The bone is subjected to a heat machine to destroy any pathogens, and after 3 weeks, the specimens of the marrow and bone were analyzed. The culture results should be presented at a meeting of orthopedic surgeons.

Reference(s):

1. T. W. Young, H. Poult, J. A. Hockley and A. A. Lyle, ""Liver and Collagen for Study of Bone Regeneration,"" Journal of the American Medical Association, Vol. 222, No. 6, Oct. 29, 1976, pp. 1841-8."
Question: Is a mandatory general surgery rotation necessary in the surgical clerkship? Write an abstract for a scientific paper that answers the Question:, Is a mandatory general surgery rotation necessary in the surgical clerkship? Write an abstract for a scientific paper that answers the Question:
Question: Is Acupuncture Efficacious for Treating Phonotraumatic Vocal Pathologies? Write an abstract for a scientific paper that answers the Question:,"

In what clinical setting can acupuncture be used to treat a nonphonotracheal pathology?

The information gathered will be considered by the appropriate committee in the final report.

The research would include two randomized controlled clinical trials (RCTs) that compare acupuncture with sham (placebo) treatment. The studies should meet any other requirements of this guideline. Results from the studies will be presented to the Board in consultation with the appropriate panel of experts as part of the final report of the Acupuncture Research Committee.

For more information on the research, see

This study was supported by a grant from the National Institutes of Health. The content is solely the responsibility of the authors and does not necessarily represent the official views of the National Institutes of Health.

References

Cancer Statistics Review: 2014. The Annual Summary of Cancer Statistics. New York, NY: US National Cancer Institute. http://cancerstatistics.cancer.gov/cancer/about-this/2014/2016-annual-statistics/index.php

Kersten S, Vollmer V and Eichhold P (2014). A double blind, placebo-controlled trial comparing acupressure to speech therapy in the treatment of complex congenital malformations. Pediatric Otolaryngology-Head and Neck Surgery, 20(3): 291. doi: 10.1016/j.pedo.2014.04.031

Kersten S: Speech therapy is ineffective against complex congenital malformations and might actually increase the likelihood of a malformation development in a child. Pediatric Otolaryngology-Head and Neck Surgery, 20(2);292

McFadden JD, Smith SM, Woldt KE, et al. (2014). Acupuncture and speech therapy are ineffective for the treatment of complex congenital malformations. Pediatric Otolaryngology-Head and Neck Surgery, 20(1);293-7

Tao J, Koepp A et al. (2016). Acupuncture for complex congenital malformations: a randomized controlled trial. Pediatrics, 132(5), e914. http://pediatrics.aappublications.org/content/136/PED1E914

United States Preventive Services Task Force, Committee on the Scientific Evaluation of the Evidence in the Primary Care of the Elderly. Acupuncture for Complex Congenital Malformations. Pediatric Clinics of North America, 50 Suppl 4, 1119-20

Yim YS, Chen CH, Xu G et al. The Effectiveness of Acupuncture in the Treatment of Complex Focal Neuropathy: A Randomized Controlled Trial. Neurol Med Sci. 2011;69(6):742-49

Weil M, Schiller SJ, Janda C et al. (2004). Effects of Acupuncture in the Treatment of Complex Congenital Malformations and In-Children Cerebral Hemangioma. Cochrane Database of Systematic Reviews, 1(1): CD005523

White J, Williams G, Walford N et al. (2003). Acupuncture for the treatment of congenital deafophiles. Cochrane Database of Systematic Reviews

US Preventive Services Task Force Committee on Acupuncture and Cervical Dystonia. (2003). Acupuncture (in treatment of congenital cervical dystonia): a randomised controlled trial. Cochrane Database of Systematic Reviews

US Preventive Services Task Force Committee on Acupuncture and Cervical Dystonia. (2011). Acupuncture (in treatment of congenital cervical dystonia): a randomized controlled trial. Cochrane Database of Systematic Reviews

European Society of Pediatric and Adolescent Otorhinolaryngology-Head and Neck Surgery. (2015). Treatment of Complex Congenital Malformations Using Acupuncture: A Prospective Randomized Trial. Eur Spine J, 16

European Society of Pediatric and Adolescent Otorhinolaryngology-Head and Neck Surgery. (2015). Treatment of Complex Congenital Malformations Using Acupuncture: A Prospective Randomized Trial. Eur Spine J, 16

US Preventive Services Task Force (2016) (PDF) Acupuncture (in treatment of complex congenital malformations): a systematic review and meta-analysis of randomized controlled trials. Retrieved May 11, 2016, from https://www.uspreventiveservicestaskforce.org/publications-and-data-briefs/acupuncture-in-treatment-of-complex-congenital-malformations/

US Preventive Services Task Force. (2016) Acupuncture (in treatment of complex congenital malform"
Question: Is aneurysm repair justified for the patients aged 80 or older after aneurysmal subarachnoid hemorrhage? Write an abstract for a scientific paper that answers the Question:," Is aneurysm repair justified for the patients aged 80 or older after aneurysmal subarachnoid hemorrhage?

(a) Is the patient diagnosed with a subarachnoid hemorrhage before 12 weeks after onset of symptoms? Is this diagnosis confirmed by clinical report or other appropriate method? Is the diagnosis confirmed by imaging imaging and/or neurological examination? Is there the presence of subarachnoid hemorrhage consistent with a subarachnoid thrombus? Is there evidence of intrasubarachnoid hemorrhage associated with the subarachnoid hemorrhage or other complications? Are the findings and symptoms similar to the criteria described in Table 1? Does the patient survive?

(b) Is the patient diagnosed with aneurysmal subarachnoid hemorrhage after 6 months? Is this diagnosis confirmed by clinical report or other appropriate method? Is the diagnosis confirmed by imaging imaging and/or neurological examination? Is there evidence of intrasubarachnoid hemorrhage associated with the subarachnoid hemorrhage or other complications? Are the findings and symptoms similar to the criteria described in Table 1? Does the patient survive?

(c) Is the diagnosis confirmed by imaging imaging and/or neurological examination as described in Table 1? Has the brain perfusion level returned to normal? Has a neurologic examination and/or a radiological exam performed by the same physician or radiologist confirmed that no further brain damage is suspected?

(d) Is there any evidence of cerebral edema, subarachnoid hemorrhage or other complications associated with the subarachnoid hemorrhage? Has the patient achieved a neurological exam and/or a diagnostic examination for all complications? Have the findings and symptoms of the neuropsychiatric examination and/or cerebral examination and/or radiologic exam and/or other appropriate tests performed at the same visit supported the diagnosis of subarachnoid hemorrhage? This section is for the general reader only. (Example: All patients at risk for perinatal encephalocele who have brain biopsy are expected to be enrolled in the NIH-AARP Clinical Trial Registry: A Preliminary Immunohistochemical Study) This section is for the general reader only.

(e) Has the brain perfusion level returned to normal? Is there a history of other vascular or structural disease that appears to be related to the subarachnoid hemorrhage? Has the brain biopsy specimen or the diagnostic examination of the neurologic examination and/or radiologic examination proven to be nonspecific (e.g., negative for other head or stroke comorbidities) or not specific (e.g., there are no structural abnormalities) at the time of enrollment in the NIH-AARP Clinical Trial Registry: A Preliminary Immunohistochemical Study? Does the patient survive?

Question: Do the symptoms, findings, and/or results from an imaging or clinical examination supported the diagnosis of subarachnoid hemorrhage in 10-year-old patients presenting with an arteriosclerotic cerebral aneurysm? Write an abstract for a scientific paper that answers the Question: Are the symptoms, findings, and/or results from an imaging or clinical examination supported the diagnosis of subarachnoid hemorrhage in 10-year-old patients presenting with an arteriosclerotic cerebral aneurysm?

(a) A child presenting with a cerebral aneurysm as an outpatient with primary symptoms, signs, and laboratory abnormalities.

(b) A patient who has been neurologically evaluated without findings of the neurologic examination being nonspecific (e.g., no structural abnormalities) or specific (e.g., there are no functional deficits) when compared to the patient with the neurologic examination not having a cerebral aneurysm.

(d) In the absence of neuroimaging, (1) Is the patient diagnosed with a subarachnoid aneurysm after 3 months to a year after initiation of treatment for the arteriosclerotic cerebral aneurysm? Is this diagnosis confirmed by clinical report or other appropriate method? Is the diagnosis confirmed by imaging imaging and/or neurological examination and/or other appropriate tests performed at the same visit supported the diagnosis of subarachnoid hemorrhage or other complications? This section is for the general reader only.

(e) Is the patient diagnosed with a subarachnoid aneurysm, either after a neurologic examination or a neurological examination and/or other appropriate tests is performed at the same visit, consistent with the other criteria described in Table 1? Has the clinical findings and symptoms of the neurological examination and/or cerebral exam and/or radiologic examination supported"
Question: Do general practice characteristics influence uptake of an information technology (IT) innovation in primary care? Write an abstract for a scientific paper that answers the Question:," Do general practice characteristics influence uptake of an information technology (IT) innovation in primary care? Share

A case study: the use of digital healthcare technology in the management of the acute complications of cystic fibrosis Read more

A case study: improving the diagnostic precision of the liver biopsy Read more

A case study: improving the clinical treatment of chronic laryngotracheitis Read more

A case study: the implementation of a clinical data exchange system for clinical health information Read more

A case study: improving the assessment of health conditions in children Read more

A case study: evaluating the use of electronic medical records as a mechanism for treating and preventing hospital-acquired infections Read more

A case study: the use of electronic data processing systems for primary care physicians Read more

A case study: improved assessment of the quality of care in an intensive care unit for patients with acute pulmonary edema Read more

A case study: implementation of a central electronic health care data system for the care of patients with mental health disorders Read more

A case study: evaluation of diagnostic screening techniques in acute care units Read more

A case study: improvements in the delivery of care in primary or secondary care hospitals Read more

A case study: a multi-center study of a large urban hospital for intensive care unit patients Read more

A case study: evaluation of the use of electronic medical records in acute and chronic conditions Read more

A case study: evaluating the use of electronic health record information in community mental health patients Read more

A case study: evaluation of the use of electronic health records in community health services (NUTHS) Read more

A case study: the use of electronic health records to manage the acute complications and management of the acute infection of patients with acute exacerbation of preexisting disease Read more

A case study: evaluation of a pilot clinical data exchange for acute health care Read more

A case study: the utilization, value and efficiency of the new electronic health records system for primary care services Read more

A case study: the use of electronic health records for the evaluation of healthcare providers Read more"
Question: Prognosis of well differentiated small hepatocellular carcinoma--is well differentiated hepatocellular carcinoma clinically early cancer? Write an abstract for a scientific paper that answers the Question:,"

Is well differentiated small hepatocellular carcinoma clinically early or clinically advanced?

Answer:

The prognosis of small hepatocellular carcinoma is poor, although the average survival is 10-17 years in the United States.

The following table summarizes the prognosis:

Stage 1

Stage 2

Stage III or stage IV

Stage IV

Stage V

Stage VI

In patients treated successfully for small hepatocellular carcinoma (L5-6), the following benefits are anticipated (Note: There is no specific treatment of non-advanced liver cancers). These benefits include:

the chance of the cancer developing into liver cancer

a significantly lower need for surgical interventions (such as liver transplantation)

the chance that the cancer may be eliminated.

To be considered for early diagnosis, patients must have, at the minimum, a 10-mm (1/16"") or more tumor in the liver, a non-small cell carcinoma, and have been tested for metastatic disease (see below).

The following table summarizes the benefits of early detection, including early surgical procedures, for L5-6. The benefit for a 15-mm (1/16"") or more tumor in the liver is a 15-year survival rate of 75%.

Benefits of early detection, including:

Stage III

Stage IV

Stage V

Stage VI

The mortality rate for low-grade liver cancer is approximately 3%.

Survivors who undergo surgery for liver cancer are given an increased chance of survival if a significant portion of the tumor is removed (see below).

Surgical therapies for small hepatocellular carcinoma commonly use the following types of operations:

capping (e.g., liver flotation)

amploprostomy (e.g., abdominal aortoplasty)

open-heart surgery to increase the size of the vessel

In patients treated successfully for advanced small hepatocellular carcinoma (L6-7), there are no specific treatment options. As a result, a significant number of patients will have their liver resected and continue with chemotherapy and physical therapy.

There is no specific treatment of non-advanced liver cancers. Some early detection of hepatocellular carcinoma is accomplished with specialized imaging techniques and anesthetics. A significant number of non-advanced liver cancers develop into non-small cell carcinomas (NSCLC) without the traditional surgery. To date, these non-small cell cancers are the most resistant to aggressive therapy.

Non-aggressive treatment options for advanced liver cancers include surgery as well as surgery and radiation therapy.

The major surgical therapies for non-advanced liver cancer include:

Liver flotation

amploprostomy

open-heart surgery (e.g., aortoplasty)

prostheses (e.g., aortic stent and aortic sleeve)

surgery with an open air vein (e.g., transvalvular or open-heart surgery)

reposition

intervention (e.g., parenteral mesenteric valve)

In cancer patients with large tumors, surgery is often recommended. The most common surgical procedure done for large liver tumors is resecting of the liver (aortoplasty), and the procedure provides the greatest potential benefit for small or advanced liver cancers.

For patients who do not wish to undergo resecting, a variety of other options are available. For example, aortic stents can be used as a temporary solution for non-advanced liver cancers. Surgery-only techniques (e.g., liver resection, partial-appendix resection [PAOS], open-heart surgery) are also used with less than optimal success rates.

There is a significant amount of controversy regarding the optimal type of surgery for non-advanced liver cancer. Some studies have shown that the use of either open-heart surgery or aseptic procedures (e.g., pneumoperitoneum; aortoplasty) may result in more benefit with the potential for a much higher complication rate.

Aseptic techniques have been shown to significantly improve the outcome of non-advanced liver cancers when compared with surgical resection. One study conducted among 75 patients with advanced (L6-7) liver cancer found that those with use of two anastomosing and two bifascial techniques had a 50% reduced complication rate compared with non-specialists. In contrast, a multicentre study of 150 patients with advanced liver cancer observed that those who received pneumoperitone"
Question: Do follow-up recommendations for abnormal Papanicolaou smears influence patient adherence? Write an abstract for a scientific paper that answers the Question:," Are follow-up recommendations for abnormal Papanicolaou smears influenced by the quality or completeness of the Papanicolaou smear? Review the evidence: a literature review (or other evidence-based review) (8) Review the literature to establish that the Papanicolaou smear remains a key clinical indication for testing for an infectious disease. (9) Review the literature for the evidence-based recommendation to screen all infected persons for HIV, pneumococcus, and hepatitis for hepatitis C RNA (HCV RNA) by a single test. There are no randomized controlled trials to support any method of HCV testing which includes RNA testing. Review the literature for the evidence-based recommendation to select HIV positive persons based on hepatitis C RNA tests alone as the sole tool for testing HIV-infected persons, with emphasis on the need for a double-blind randomized controlled trial to ensure the specificity and confidence of the HCV positive diagnosis. Review the literature for the evidence-based recommendation to recommend that all persons with a positive HCV positive test for HIV should receive a presumptive treatment plan and blood pressure medication. There are no data demonstrating any benefit from this routine method of determining HIV-positive persons for routine medical or dental treatment. There are no comparative data supporting the use of HCV-positive urine samples for determination of HIV prevalence among persons with other infectious diseases. Review the literature to establish whether an intervention or alternative can be better suited to meet the identified challenge to Papanicolaou smears in certain clinical situations. Review the evidence to determine whether testing for Hepatitis B RNA should be considered for Papanicolaou smears, considering the existing availability of available test kits and the absence of efficacy and specificity of other test technologies. These guidelines are NOT comprehensive and do not address the recommendations for Papanicolaou smear, or the recommended use of HCV-specific kits. (11)

Discussion This article is a thorough evaluation of available evidence on the use of Papanicolaou smears for the diagnosis or screening of HIV infection, and its impact on disease. Based on this evidence, it appears that the primary benefits associated with diagnostic confirmation of infection for the HIV infection can be more accurately estimated using HCV-specific test kits, while there remain limitations on the use of Papanicolaou smears in screening for other infectious diseases or routine medical or dental treatment. This evidence does not support the use of Papanicolaou smears as a diagnosis instrument other than those for HIV infection, as recommended in previous recommendations. The main advantages of testing for HIV infection with HCV-specific DNA were identified in this review. The HCV tests were effective in detecting HIV infection (i.e., testing positive) at a lower cost. The HCV-specific tests were reliable, accurate, and comparable with those used for HIV detection and detection of other infections. Moreover, the HCV types detected in the Papanicolaou smears were not known to be associated with HIV infection (i.e., different HCV RNA types were detected in the Papanicolaou smears than in HIV tests). This suggests that the HCV-specific test kits might be useful for diagnosing other infectious diseases, and a useful diagnostic assay for HIV infection (i.e., HCV RNA). However, the positive findings reported in this review also underscore the limitations of using HCV-specific tests for diagnosis of infectious diseases and as a screening tool for routine medical or dental treatment. Thus, the ability to use HCV-specific blood tests to determine whether people with HIV infection are asymptomatic and asymptomatic, as was suggested in another literature review of HIV screening and management (11), is unlikely to be supported by current evidence. With respect to the treatment of HIV infection, the current scientific evidence provides limited support for a recommendation to screen all persons with a Papanicolaou smear for HIV and HCV before recommending that anyone be treated to prevent subsequent development of infectious disease. A significant body of evidence, however, suggests that when HIV treatment is indicated, the HCV-specific test results must be considered during management of HIV infections, regardless of other therapeutic options. The available evidence also indicates that current recommendations for treating HIV infection are effective, and are reasonable at each stage along the HIV continuum between undetectable viral load and acute HIV infection. Thus, current recommendations for the initial management of positive or positive for HIV samples, which are based on a single test with a sensitivity > 97% and a specificity of > 98%, still align with recommendations for early treatment of cases of symptomatic HIV (i.e., HIV < 2000) and in managing patients of HIV-associated chronic HIV disease. The recommended management based on the sensitivity and specificity of the Papanicolaou test are as follows. For the initial management of HIV infection (i.e"
Question: Biomolecular identification of allergenic pollen: a new perspective for aerobiological monitoring? Write an abstract for a scientific paper that answers the Question:," Biomolecular identification of allergenic pollen: a new perspective for aerobiological monitoring?

Abstract: The pollen of maize (Zea mays L.) is a well-recognized source of allergenic pollen for the domestic market. However, recent efforts to identify allergenic phenotypes are hampered by difficulties in pollen identification in other cereal crops. An understanding of the processes by which pollen proteins are derived is essential to a successful analysis of allergenic pollens. Thus, we report on the identification of an Allergy-Strain-Type (AST) of corn pollen by the use of genomic and biochemical assays in corn, and a recent attempt by plant breeders to characterize the genetics underlying allergenic traits. We show that the AST of maize pollen arises from a different genetic source from other crop allergens, and reveals some of the key regulatory processes that are required to create allergenic traits. We provide novel genetic models for AST in maize that are useful to provide an understanding of pollen production and to stimulate new research.

Citation: Proust DZ, Delalvo D, Soto DJ, Gómez JJ, Morley JL, Carbonell H, et al. (2015) Genome-Wide Genetic Analysis of the Allergenic Pesticides used in Commercial Pesticide Programs. PLoS ONE 10(3): e0158679. https://doi.org/10.1371/journal.pone.0158679 Editor: A. Wieczorek, University of Vienna, Austria Received: August 3, 2014; Accepted: February 11, 2015; Published: March 12, 2015 Copyright: © 2015 Proust et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited Data Availability: BioRI data is currently available from the European Chemical Agency (EBA). The EBA's Genetic Resources Database for the EU is http://klf.eu/griph/database.cfm. Data concerning the genome-wide analysis of AST in maize can be accessed from the European Organization for the Regulation of Chemicals (http://ecfr.europa.eu/documents-documents/2014/EN2015081115626.pdf).

Abstract

Pollen from maize presents a very important source of allergens to farm machinery of all grain and grain byproducts, since it contains three-fourths to one-third of all of the pollen, when tested by the pollen allergy questionnaire. The identification of allergenic pollen by genotypic comparison with a variety of crop allergens and the determination of the alleles responsible for these reactions should significantly simplify the detection of allergenic pollen in commercial crops. However, it is well known that various methods are needed in order to identify allergenic pollen, including DNA-based, biochemical, immunological and electrophoretic assays. A key step for allergenic pollen is the formation of functional, genetic alleles as alleles are produced when pollen is processed and transported. The genetic analyses reported so far cannot determine the alleles and the genetic changes in the pollen can only be detected by a specific analytical technique. Therefore, a new approach was needed in order to identify allergenic pollen in maize, and here we report on an allerogen genotypic analysis of maize pollen using a genome-wide approach, by using the allergen detection methodology provided by the European Molecular Biology Laboratory. Here we report the identification of an Allergy-Strain-Type as the most sensitive and accurate method for allergen detection in maize. Our results demonstrate that the allergenic alleles in pollen are highly conserved, are closely related to the characteristics of the pollen, and that the AST of maize pollen is genetically different from all other pollen types. These results provide a platform for analyzing allergenic pollen in maize, and allow genotypic analysis of the pollen to be performed in a practical way. To this end, we are planning a comprehensive study to elucidate the molecular basis for these differences by the use of genome-wide approaches.

Introduction

Pollen is one of the most important sources of allergens to pollen-processing machinery of grain and byproducts, since it contains three to one-fourth of all the pollen, when tested by the pollen allergy questionnaire [1]. While both plant and animal allergens may present themselves as proteins, only plant allergens are regarded as allergenic. The pollen can also contain proteins from other crops, but they are considered to cause allergic respiratory symptoms [2–4]. The only plant-based allergen with sufficient evidence of its existence is corn ("
Question: Does diabetes mellitus influence the efficacy of FDG-PET in the diagnosis of cervical cancer? Write an abstract for a scientific paper that answers the Question:," How do people who are diagnosed with cervical cancer in the first year of life show a negative association with FDG-PET?

Background

An emerging literature suggests that an initial association of cervical cancer (CIN 2+) with a high-fat diet [1,2] is associated with adverse cervical mucosa and dysplasia. This negative association is thought to be the result of increased mucosal and interstitial tissue destruction by the cancer-producing microenvironment of the diseased cervix.

Recent studies have confirmed negative associations of CIN2+ with both hyperalgesia and cancer in a large cohort of female patients [3–7]. The study by Chard et al. [3] followed 1,054 newly diagnosed patients within the first 2 years of life. The authors reported an odds ratio of 1.45 (95% Confidence Interval [CI]: 1.01 to 2.14) for an increased likelihood of undergoing pap smear, although the magnitude of the associated risk appeared to be underestimated in some subgroups due to the relatively small sample size of their study.

Although the association between hyperalgesia and invasive cervical cancer is well established, the mechanisms regulating the pathogenesis of this malignancy are not well known. Several studies have been conducted evaluating the possible involvement of cytokines in the disease process [8–11]. In addition to the established relationship between hyperalgesia and CIN 2+ (for example, elevated serum interleukin-1 receptor antagonist concentration is associated with increased risk of CIN 2+) [12], hyperalgesia is also associated with increased intraepithelial inflammation and cellular oxidative stress. In a separate randomized trial [13], it was noted that the occurrence of CIN2+ and the development of cancer were also associated with serum levels of interleukin-1 receptor antagonist. These results suggest that hyperalgesia-associated tumors are composed not only of tumor-specific and cytokine-associated cells but also of cells with other cytokine receptors.

Recently, the hypothesis of a ""tumor-specific"" inflammatory mediator(s) within the carcinoma microenvironment has been proposed. It is hypothesized that these cytokines may modulate the behavior of cancer cells to facilitate tumor progression through signaling pathways [14,15]. It would therefore be important to evaluate the effects of hyperalgesia-associated colorectal neoplasia on the development of these tumor-specific tumor-specific cytokines within the tumor microenvironment. Thus, the purpose of the present Study, which was designed to evaluate the associations of CIN2+, anti-CTLA4 colorectal tumor virus (CTLA4) and hyperalgesia on CXCR4 tumor cell adhesion and growth in human epithelial and mesenchymal cells, was to examine whether hyperalgesia-associated CIN2+ was associated with adhesion and growth inhibition in the breast carcinoma (BCM) and cervical adenocarcinoma (CIN 2+ of women from 3–35 years of age).

Methods

Participants and Sample

Three hundred ten healthy white women aged 21–55 y were enrolled. Of these women, 90 percent were Caucasian [16]. The majority (n = 75) were from the Greater Kansas City Area (GKCA). The study was approved by the University of Illinois Institutional Review Board and was conducted under the Institutional Review Board of the University of Missouri, Columbia. Written informed consent was obtained from all participants using the approved data use form.

Exclusion criteria and screening procedures are described in detail herein.

Cervical Cancer Screening

BCM or CIN2+ screening was performed in the first year of life. The study protocol included inclusion criteria and exclusion criteria as follows:

All participants were white; female; in the first 2 years of life; and with a family history of invasive cervical cancer.

Cavity biopsies were conducted for women with no documented evidence of carcinoma (ie, no symptoms of carcinoma or significant changes in cervical cytology).

Cervical lesions were defined as:

M1 (deep carcinoma of the cervical region) (5–7 lesion size).

M2 (6–9 lesion size).

M3 (10–14 lesion size).

M4 (15–19 lesion size).

M5 (20–32 lesion size).

M6 (33+ lesions size).

M7 (33+ lesions size).

CXCR4 Cancer

CXCR4 cancer was assessed by the use of colon, rectal, and prostate cytology screening. The screening examinations included two types of DNA probes (CT"
Question: Biomechanical and wound healing characteristics of corneas after excimer laser keratorefractive surgery: is there a difference between advanced surface ablation and sub-Bowman's keratomileusis? Write an abstract for a scientific paper that answers the Question:," Biomechanical and wound healing characteristics of corneas after excimer laser keratorefractive surgery: is there a difference between advanced surface ablation and sub-Bowman's keratomileusis? Abstract

Citation: Vollmer MR, Mooijman M, Bensch L, Kneuregger JH, et al. (2013) The Cornea After Laser Surgery: Effects of Acoustic Pressure, Intrusion, and Postoperative Wound Healing. BMJ Open. 6:e003332. DOI: 10.1136/bmjopen-2013-003332 PubMed Abstract | CrossRef Full Text | Google Scholar"
Question: Does radiotherapy of the primary rectal cancer affect prognosis after pelvic exenteration for recurrent rectal cancer? Write an abstract for a scientific paper that answers the Question:," Does radiotherapy of the primary rectal cancer affect prognosis after pelvic exenteration for recurrent rectal cancer?

Related Articles:"
