ADJ,ADV,CONJ,NOUN,NUM,VERB,COMMA,FULLSTOP,SPECIAL-,FUNCTION-A,FUNCTION-IN,FUNCTION-OF,FUNCTION-THE,uppercase_freq,flesch_reading_ease,flesch_kincaid_grade_level,avg_word_length,avg_sentence_length,text_perplexity,avg_sentence_perplexity,label
3,0,0,5,0,3,1,1,0,1,0,2,1,0.02631578947368421,24.78,15.0,5.857142857142857,23.0,1.010002613067627,1.010002613067627,0
1,0,0,5,0,2,0,1,0,0,3,2,2,0.07746478873239436,55.58,11.5,4.625,25.0,1.510599136352539,1.510599136352539,0
11,3,0,17,0,9,4,3,0,1,1,4,4,0.0670391061452514,27.15,16.2,5.365853658536586,30.666666666666668,1.428565502166748,1.2404299974441528,0
4,1,0,12,0,4,0,2,0,0,1,1,4,0.019230769230769232,43.73,11.9,5.631578947368421,20.0,1.4396822452545166,1.295251488685608,0
8,3,0,8,0,2,2,2,0,1,0,3,3,0.027210884353741496,40.18,13.2,5.311111111111111,24.5,1.5117326974868774,1.0297147035598755,0
6,2,0,16,1,3,1,2,0,2,1,3,2,0.04011461318051576,44.58,13.6,5.181818181818182,30.0,1.2614612579345703,1.286010503768921,0
8,2,0,13,1,2,3,2,0,0,1,3,0,0.007246376811594203,42.72,12.3,5.625,22.5,1.396512508392334,1.0091814994812012,0
10,1,0,18,2,7,0,4,0,2,3,1,2,0.01805869074492099,21.9,14.1,5.703125,18.0,1.4363871812820435,1.1693770587444305,0
7,2,0,18,1,9,3,3,1,1,1,2,3,0.038901601830663615,25.49,14.7,5.854838709677419,23.0,1.2997719049453735,1.0529242356618245,0
9,3,0,18,0,4,4,2,1,0,1,1,2,0.005208333333333333,26.64,16.4,5.543859649122807,32.0,1.354390263557434,1.237095832824707,0
4,0,0,8,0,6,1,2,0,1,0,2,2,0.014285714285714285,34.26,13.5,5.775,21.5,1.3154969215393066,1.0042756795883179,0
3,0,0,11,1,2,1,1,2,2,1,1,1,0.022099447513812154,25.12,17.0,4.580645161290323,35.0,1.580343246459961,1.580343246459961,0
2,0,0,6,0,1,1,1,0,0,0,2,3,0.032520325203252036,59.64,9.9,4.75,22.0,1.5294907093048096,1.5294907093048096,0
1,2,0,13,0,7,0,3,0,0,0,1,1,0.010238907849829351,49.52,9.7,6.1,14.333333333333334,1.3996847867965698,1.0297894477844238,0
8,1,0,14,0,4,1,3,0,2,1,0,0,0.009375,47.49,10.4,5.739130434782608,16.666666666666668,1.4812138080596924,1.030836582183838,0
6,0,0,13,0,3,2,1,0,2,1,3,2,0.0071174377224199285,-2.97,23.6,5.8,43.0,1.2970788478851318,1.2970788478851318,0
10,4,0,18,3,3,0,3,1,2,2,2,2,0.0182648401826484,17.34,15.8,6.032786885245901,21.666666666666668,1.3312263488769531,1.0896007219950359,0
7,2,0,22,0,7,6,4,2,1,1,4,9,0.02032520325203252,43.93,11.8,5.181818181818182,22.25,1.3771247863769531,1.3143031597137451,0
14,0,0,16,0,9,1,3,2,1,0,2,1,0.021505376344086023,9.59,16.7,6.583333333333333,22.0,1.3267197608947754,1.219457745552063,0
5,1,0,11,0,2,1,2,0,1,1,3,1,0.04888888888888889,36.28,12.7,5.0,19.5,1.310196876525879,1.0555077195167542,0
6,0,0,15,0,4,1,2,1,0,0,2,3,0.0070921985815602835,33.24,13.8,5.348837209302325,23.5,1.4493598937988281,1.0055591464042664,0
1,2,0,4,1,2,1,1,0,0,0,2,0,0.0297029702970297,54.22,9.9,4.411764705882353,20.0,1.3401449918746948,1.3401449918746948,0
6,5,0,19,0,4,5,3,0,0,1,1,3,0.06436781609195402,17.34,15.8,6.016666666666667,22.666666666666668,1.230774164199829,1.0324380000432332,0
4,0,0,11,0,4,0,1,0,2,1,2,0,0.05555555555555555,36.97,16.6,5.147058823529412,35.0,1.3837991952896118,1.3837991952896118,0
5,1,0,21,3,8,5,3,4,4,0,0,0,0.021686746987951807,51.89,10.8,5.467741935483871,24.666666666666668,1.3485418558120728,1.1532015403111775,0
4,1,0,10,0,3,0,2,0,0,0,2,1,0.010309278350515464,25.46,12.7,6.75,13.0,1.6170932054519653,1.031282901763916,0
2,0,0,11,0,3,0,2,1,0,4,3,1,0.0546218487394958,37.3,12.3,5.571428571428571,19.0,1.1989439725875854,1.0185471177101135,0
8,1,0,16,0,5,1,2,0,0,0,1,2,0.023054755043227664,22.24,16.0,6.191489361702128,25.0,1.701328992843628,1.329358696937561,0
23,2,0,29,0,11,0,7,1,3,4,6,3,0.008717310087173101,37.4,12.2,5.638655462184874,18.142857142857142,1.1133965253829956,1.0328443050384521,0
9,8,0,21,0,10,1,3,0,0,0,2,3,0.005434782608695652,4.1,18.8,6.324324324324325,26.0,1.1945993900299072,1.0170337359110515,0
13,0,0,25,3,6,5,3,1,2,1,5,1,0.005504587155963303,13.99,17.1,6.47887323943662,26.666666666666668,1.1500593423843384,1.0156245628992717,0
9,1,0,15,0,1,3,2,1,0,1,3,1,0.01718213058419244,48.64,12.1,5.086956521739131,26.0,1.8481884002685547,1.260020136833191,0
7,2,0,13,0,3,2,2,0,2,1,1,0,0.007782101167315175,27.83,13.9,5.861111111111111,20.0,1.3205173015594482,1.0100849866867065,0
6,0,0,7,0,2,1,1,0,2,0,1,0,0.0049504950495049506,26.14,16.6,5.928571428571429,30.0,1.2100929021835327,1.2100929021835327,0
3,1,0,9,0,4,1,1,0,1,2,1,1,0.0748663101604278,18.69,17.4,5.172413793103448,33.0,1.4529024362564087,1.4529024362564087,0
7,0,0,5,1,2,0,2,1,0,0,3,0,0.06521739130434782,56.11,7.1,5.083333333333333,21.5,1.263734221458435,1.0729860663414001,0
2,2,0,6,0,6,0,1,0,1,0,2,0,0.06565656565656566,36.97,16.6,4.617647058823529,35.0,1.3424335718154907,1.3424335718154907,0
7,4,0,20,0,6,2,2,0,1,0,5,2,0.004914004914004914,16.66,18.1,5.844827586206897,31.0,1.2205833196640015,2.1906543970108032,0
9,0,0,14,0,4,1,3,0,3,1,1,1,0.009523809523809525,22.71,13.7,5.931818181818182,16.0,1.3412048816680908,1.252830982208252,0
9,4,0,32,1,7,2,4,0,1,1,1,4,0.009140767824497258,42.21,12.5,5.369047619047619,23.0,1.1780617237091064,1.099223107099533,0
5,2,0,5,0,1,0,2,0,1,1,1,0,0.052941176470588235,25.96,12.5,6.043478260869565,12.5,1.5716965198516846,1.0178910493850708,0
10,0,0,25,0,6,1,3,2,0,1,2,2,0.04338842975206612,32.9,11.9,5.9411764705882355,25.666666666666668,1.147038221359253,1.0207879543304443,0
6,0,0,11,0,1,0,2,0,0,0,2,0,0.00975609756097561,7.52,15.4,6.576923076923077,14.0,1.0347176790237427,1.0462133884429932,0
6,1,0,16,0,7,4,2,0,0,3,3,3,0.0056179775280898875,20.21,16.8,5.745098039215686,28.5,1.2278029918670654,1.132190465927124,0
5,2,0,11,0,2,1,2,0,1,0,1,5,0.04784688995215311,54.22,9.9,4.714285714285714,19.5,1.6238864660263062,1.165389060974121,0
3,0,0,13,0,4,0,2,1,0,3,0,3,0.016129032258064516,27.83,13.9,5.486486486486487,20.0,1.5516111850738525,1.2980564832687378,0
5,2,0,17,0,5,3,2,0,1,2,4,1,0.005319148936170213,-3.15,19.5,6.76595744680851,26.0,1.6234300136566162,1.3780049085617065,0
11,1,0,21,1,5,1,2,1,1,0,4,1,0.0049261083743842365,33.58,15.8,5.451612903225806,33.0,1.2687714099884033,1.0471145510673523,0
9,1,0,9,0,4,1,2,0,0,1,4,0,0.019083969465648856,42.38,10.3,6.027777777777778,19.5,1.2414182424545288,1.0395963788032532,0
5,1,0,11,0,3,0,2,0,0,0,3,1,0.007575757575757576,-12.45,19.0,7.0,17.0,1.3671382665634155,1.001551628112793,0
3,0,0,14,0,8,1,2,0,1,1,0,0,0.007662835249042145,28.33,13.7,6.2,19.0,1.867721438407898,1.5011155009269714,0
2,1,0,21,0,5,2,2,2,1,0,4,1,0.0071174377224199285,26.3,14.4,5.4523809523809526,24.5,1.3410907983779907,1.0024284720420837,0
4,2,0,9,0,3,0,1,0,0,1,3,1,0.02262443438914027,6.17,20.1,5.903225806451613,32.0,1.8777427673339844,1.8777427673339844,0
3,0,0,10,0,3,2,1,0,1,0,2,2,0.0055248618784530384,29.18,15.4,5.88,28.0,1.4730392694473267,1.4730392694473267,0
5,1,0,18,0,6,1,2,1,1,1,0,2,0.005813953488372093,22.24,16.0,5.9375,27.0,1.304279088973999,1.002491056919098,0
4,0,0,13,0,0,3,1,0,0,1,5,1,0.005,25.12,17.0,5.551724137931035,33.0,1.4455997943878174,1.4455997943878174,0
5,1,0,11,5,4,0,2,1,0,1,0,0,0.02909090909090909,27.32,14.0,5.675,22.5,1.3074122667312622,1.0576412081718445,0
7,2,0,11,0,3,3,1,1,2,1,2,1,0.004032258064516129,31.89,18.5,4.804878048780488,47.0,1.264411211013794,1.264411211013794,0
2,1,0,6,0,3,1,1,1,1,0,2,2,0.039735099337748346,76.22,5.6,4.72,14.0,1.8001052141189575,1.0232110023498535,0
7,0,0,17,0,6,0,3,0,1,2,3,0,0.042042042042042045,46.06,11.0,5.230769230769231,19.0,1.5014234781265259,1.1401267051696777,0
2,1,0,16,0,4,0,2,1,0,1,2,0,0.00819672131147541,13.95,15.0,6.580645161290323,17.5,1.303512454032898,1.0079991221427917,0
7,0,0,11,0,5,0,3,0,1,1,3,0,0.011857707509881422,34.22,11.4,5.9714285714285715,12.666666666666666,1.2942852973937988,1.0041536490122478,0
15,0,0,32,0,9,7,5,1,4,1,4,4,0.01337295690936107,26.4,14.4,5.595959595959596,23.0,1.200198769569397,1.0729548931121826,0
5,1,0,19,0,4,1,2,0,0,1,2,1,0.005649717514124294,5.32,18.4,6.340425531914893,25.0,1.2929140329360962,1.0059945583343506,0
4,2,0,16,0,5,1,2,0,0,3,3,1,0.02359882005899705,28.17,15.8,5.346153846153846,27.5,1.2267018556594849,1.0302494764328003,0
5,0,0,10,1,3,0,2,0,2,0,1,0,0.02666666666666667,62.68,8.7,5.382352941176471,18.0,1.4773527383804321,1.0971976518630981,0
8,1,0,14,0,5,5,2,0,1,0,1,3,0.02040816326530612,48.13,12.3,5.108695652173913,26.5,1.3224108219146729,1.4982842206954956,0
5,0,0,9,0,4,0,2,1,0,1,1,1,0.03535353535353535,24.95,12.9,6.269230769230769,15.0,1.7302759885787964,1.1654307842254639,0
1,0,0,6,0,2,2,1,2,0,0,2,0,0.08904109589041095,18.35,15.4,5.523809523809524,26.0,1.0900167226791382,1.0900167226791382,0
6,2,0,17,0,7,4,3,0,2,2,3,3,0.01634877384196185,51.89,10.8,5.103448275862069,21.666666666666668,1.2790995836257935,1.0388835271199544,0
2,1,0,6,0,1,0,1,0,0,0,2,2,0.008130081300813009,28.84,13.5,5.823529411764706,18.0,1.0477960109710693,1.0477960109710693,0
4,0,0,7,0,2,0,1,0,1,0,1,1,0.006024096385542169,37.64,14.2,5.36,26.0,1.5962026119232178,1.5962026119232178,0
2,0,0,7,0,5,0,1,0,2,1,1,1,0.027932960893854747,35.61,15.0,5.37037037037037,28.0,1.5136343240737915,1.5136343240737915,0
8,6,0,18,1,6,2,2,0,0,4,3,3,0.004750593824228029,16.15,18.3,5.866666666666666,32.0,1.262342095375061,1.1258386373519897,0
3,1,0,13,0,3,1,2,0,1,1,0,1,0.008733624454148471,28.84,13.5,5.470588235294118,18.5,1.5154331922531128,1.0038051009178162,0
6,0,0,5,0,2,0,1,1,0,1,0,1,0.00625,-22.94,20.9,7.052631578947368,21.0,1.4548097848892212,1.4548097848892212,0
5,0,0,12,0,2,1,2,5,1,0,2,5,0.02553191489361702,30.87,12.7,5.457142857142857,21.5,1.488904595375061,1.1926234364509583,0
9,1,0,17,0,1,0,2,0,0,4,1,1,0.02,32.22,14.2,5.636363636363637,23.0,1.443246603012085,1.0529814958572388,0
19,2,0,32,0,6,2,3,1,1,1,4,6,0.012578616352201259,-0.27,20.5,5.944444444444445,32.666666666666664,1.152269721031189,1.0258529980977376,0
3,0,0,7,0,1,0,1,0,0,2,2,2,0.007246376811594203,48.13,12.3,4.695652173913044,24.0,1.4627891778945923,1.4627891778945923,0
3,0,0,9,0,3,1,1,3,3,2,2,0,0.03409090909090909,12.26,17.8,5.0,33.0,1.319032907485962,1.319032907485962,0
5,2,0,23,0,11,1,4,1,0,0,2,2,0.03710575139146568,35.78,12.9,5.857142857142857,21.25,1.2938051223754883,1.191433608531952,0
9,1,0,14,0,8,2,4,3,1,1,0,0,0.013157894736842105,33.92,11.5,6.215686274509804,15.0,1.3177852630615234,1.0437493324279785,0
3,0,0,8,0,1,0,2,0,1,0,3,2,0.03184713375796178,51.34,9.0,5.478260869565218,12.5,1.6869704723358154,1.0405300855636597,0
4,0,0,5,0,1,0,1,0,1,1,0,0,0.02054794520547945,33.24,13.8,5.619047619047619,22.0,1.223618507385254,1.223618507385254,0
6,2,0,11,0,2,1,1,0,0,0,2,4,0.004405286343612335,13.62,19.3,5.8125,35.0,1.7624720335006714,1.7624720335006714,0
6,3,0,18,0,6,1,2,2,4,0,6,3,0.004901960784313725,16.66,18.1,5.557377049180328,33.0,1.2563221454620361,1.20103257894516,0
6,2,0,9,0,3,0,2,0,2,1,2,0,0.008658008658008658,29.35,13.3,5.757575757575758,17.5,1.4478718042373657,1.0020268559455872,0
5,2,0,7,0,4,1,1,0,0,2,0,0,0.0228310502283105,-16.17,22.5,6.535714285714286,30.0,1.0058950185775757,1.0058950185775757,0
2,0,0,7,0,1,0,1,0,0,1,2,1,0.024390243902439025,28.84,13.5,5.823529411764706,18.0,1.2522568702697754,1.2522568702697754,0
7,6,0,26,0,10,2,4,0,1,3,4,4,0.0073937153419593345,34.97,13.2,5.87012987012987,20.75,1.2266992330551147,1.014372855424881,0
9,1,0,24,1,4,4,3,0,2,1,1,0,0.007125890736342043,25.8,14.6,5.8,22.333333333333332,1.3285400867462158,1.2109291553497314,0
8,2,0,14,0,3,2,2,2,0,2,1,0,0.012861736334405145,24.27,15.2,5.644444444444445,26.5,1.320639967918396,1.0050391554832458,0
3,1,0,8,0,2,1,1,0,0,1,0,2,0.005494505494505495,-0.61,18.6,7.285714285714286,23.0,1.1846129894256592,1.1846129894256592,0
4,1,0,15,3,6,4,3,0,1,3,1,1,0.01834862385321101,54.22,9.9,5.0588235294117645,21.0,1.297095775604248,1.1310422122478485,0
2,0,0,12,0,5,1,1,1,0,0,1,1,0.023696682464454975,28.51,17.7,4.8,38.0,1.3797065019607544,1.3797065019607544,0
6,5,0,16,0,9,4,3,1,3,3,0,3,0.035545023696682464,48.43,12.1,4.840579710144928,27.666666666666668,1.2248969078063965,1.2945253054300945,0
4,2,0,13,0,3,2,2,0,0,0,2,2,0.013468013468013467,17.34,15.8,6.175,22.0,1.3803527355194092,1.0169332027435303,0
3,2,0,7,1,4,1,2,1,1,2,2,1,0.061068702290076333,34.76,13.3,5.325,22.0,1.2614006996154785,1.0074740052223206,0
2,0,0,8,0,2,0,2,0,0,0,3,4,0.02857142857142857,56.76,8.9,4.758620689655173,15.5,1.458282232284546,1.0310724377632141,0
3,0,0,12,0,6,1,2,0,0,2,1,0,0.03879310344827586,29.35,13.3,5.757575757575758,18.0,1.3801791667938232,1.0426910519599915,0
7,0,0,12,1,1,0,1,1,1,0,2,0,0.005319148936170213,28.17,15.8,4.71875,36.0,1.344048261642456,1.344048261642456,0
1,0,0,9,0,6,0,1,0,1,1,0,0,0.03225806451612903,54.22,9.9,4.9714285714285715,19.0,1.4338206052780151,1.0107585787773132,0
4,0,0,19,1,3,2,2,1,0,4,3,0,0.01607717041800643,7.86,17.4,6.0,24.0,1.1214251518249512,1.0027166604995728,0
7,4,0,18,0,5,1,2,1,0,1,3,6,0.015463917525773196,25.12,17.0,5.423728813559322,31.5,1.3369617462158203,1.2840144038200378,0
7,1,0,15,0,7,2,2,1,1,1,4,3,0.010810810810810811,35.98,12.8,5.392857142857143,31.5,1.3505274057388306,1.3995094299316406,0
6,3,0,8,1,5,4,3,0,0,1,4,2,0.08707865168539326,34.97,13.2,4.913793103448276,21.666666666666668,1.2298105955123901,1.074081301689148,0
6,0,0,19,0,6,3,1,1,1,4,4,4,0.048426150121065374,7.87,29.8,4.513888888888889,83.0,1.1738882064819336,1.0116735696792603,0
6,0,0,7,0,1,0,1,0,1,1,1,0,0.007352941176470588,42.72,12.3,5.45,21.0,1.0039441585540771,1.0039441585540771,0
5,0,0,7,1,2,2,1,1,0,2,0,1,0.016042780748663103,39.67,13.4,6.416666666666667,28.0,1.3203400373458862,1.3203400373458862,0
4,0,0,9,0,1,0,1,0,0,2,2,1,0.007751937984496124,35.27,13.1,5.1,22.0,1.0362259149551392,1.0362259149551392,0
1,0,0,7,0,2,1,1,0,1,1,1,2,0.01818181818181818,53.21,10.3,4.666666666666667,20.0,2.4040963649749756,2.4040963649749756,0
2,2,0,7,0,5,2,1,0,0,0,0,2,0.02512562814070352,26.14,16.6,5.785714285714286,31.0,1.5744904279708862,1.5744904279708862,0
5,0,0,18,0,6,0,3,0,1,2,4,4,0.008174386920980926,44.75,11.5,5.490909090909091,20.0,1.284583568572998,1.0029922723770142,0
17,1,0,21,0,3,2,2,3,0,2,1,1,0.011160714285714286,-1.28,20.9,5.9523809523809526,35.0,1.2142283916473389,1.0477474331855774,0
5,0,0,7,0,3,1,2,0,2,0,0,0,0.0125,51.85,8.8,5.863636363636363,12.5,1.6830974817276,1.1024506092071533,0
15,1,0,22,0,9,1,3,2,0,5,4,2,0.005836575875486381,22.04,16.1,5.904109589041096,26.333333333333332,1.2354590892791748,1.0236386855443318,0
4,1,0,8,0,3,0,1,1,0,0,0,0,0.005847953216374269,30.2,15.0,5.75,26.0,1.6708556413650513,1.6708556413650513,0
9,4,0,21,0,7,2,3,1,0,0,4,3,0.006578947368421052,32.22,14.2,5.626865671641791,24.666666666666668,1.2183258533477783,1.0078199704488118,0
4,3,0,11,0,3,0,2,0,0,1,0,1,0.009523809523809525,31.38,12.5,5.9655172413793105,15.5,1.424691081047058,1.035703957080841,0
10,0,0,17,1,6,2,3,0,0,1,1,2,0.009009009009009009,29.86,13.1,5.708333333333333,17.666666666666668,1.2812541723251343,1.0084666013717651,0
4,0,0,8,0,3,0,2,1,0,2,2,0,0.017857142857142856,17.5,13.7,5.666666666666667,13.5,1.8108183145523071,1.2115358710289001,0
6,0,0,11,0,5,0,2,0,1,2,1,2,0.028268551236749116,33.75,13.6,5.7073170731707314,21.5,1.3564090728759766,1.0553758144378662,0
4,0,0,12,0,2,0,1,1,0,0,4,4,0.0045662100456621,40.01,15.4,5.625,34.0,1.4172518253326416,1.4172518253326416,0
6,1,0,9,3,2,0,2,0,0,1,0,0,0.02262443438914027,53.71,10.1,4.578947368421052,22.0,1.0049055814743042,1.5075818300247192,0
12,1,0,22,0,9,5,2,1,2,2,2,4,0.01616161616161616,4.14,20.9,5.956521739130435,40.5,1.213704228401184,1.2365505695343018,0
9,1,0,21,0,2,0,2,0,2,2,5,2,0.005420054200542005,41.53,14.8,5.11864406779661,30.5,1.339264988899231,1.0370460748672485,0
2,1,0,17,1,4,1,1,0,0,2,2,4,0.012422360248447204,13.28,23.6,5.408163265306122,51.0,1.294638752937317,1.294638752937317,0
