ADJ,ADV,CONJ,NOUN,NUM,VERB,COMMAS,FULLSTOPS,SPECIAL-,FUNCTION-A,FUNCTION-IN,FUNCTION-OF,FUNCTION-THE,flesch_reading_ease,flesch_kincaid_grade_level,avg_word_length,avg_sentence_length,text_perplexity,avg_sentence_perplexity,label
43,20,0,171,12,110,48,29,3,15,13,26,43,37.94,14.1,5.154460719041278,28.7,1.0696868896484375,1.0232239145981639,0
91,35,0,289,44,173,71,56,10,34,22,28,42,58.72,10.3,4.701277955271565,24.75862068965517,1.0710927248001099,1.0601431667804717,0
44,22,0,155,6,81,37,24,4,15,10,13,20,59.13,10.1,4.6918238993710695,28.153846153846153,1.0664689540863037,1.0223492781321208,0
16,9,0,40,9,31,10,11,1,2,6,6,18,66.07,9.5,4.431451612903226,25.181818181818183,1.060992956161499,1.0593499703840776,0
19,5,0,72,4,39,14,14,0,7,14,6,17,36.89,12.4,5.394984326018808,25.571428571428573,1.1049072742462158,1.038816852228982,0
58,56,0,206,8,133,49,76,15,30,15,18,40,76.93,5.3,4.36195652173913,13.936708860759493,1.1393373012542725,1.1001048646867275,0
21,5,0,65,4,41,21,16,4,8,13,10,12,59.74,9.9,4.858552631578948,21.9375,1.0653477907180786,1.0807542279362679,0
118,80,0,301,12,185,78,83,5,29,43,57,107,67.69,8.9,4.377618192698983,22.202380952380953,1.0634363889694214,1.0218256413936615,0
58,24,0,105,3,53,14,24,10,19,12,21,31,47.01,12.7,4.8509933774834435,27.875,1.0688896179199219,1.0583030316564772,0
48,68,0,166,26,124,76,57,9,34,15,19,45,70.02,8.0,4.482758620689655,21.56896551724138,1.058699369430542,1.0205495595932006,0
83,39,0,231,50,101,44,45,8,11,28,23,51,54.32,9.9,4.84319526627219,24.608695652173914,1.0551987886428833,1.0352620953007747,0
29,12,0,118,28,71,30,25,11,5,16,15,31,50.87,11.2,4.971590909090909,24.16,1.049742579460144,1.0286632001399993,0
26,13,0,90,1,82,24,28,2,8,10,10,20,72.05,7.2,4.631914893617021,19.724137931034484,1.059410810470581,1.0091318988800049,0
35,14,0,116,5,87,30,32,4,15,13,21,31,63.19,8.5,4.847560975609756,23.25,1.065872311592102,1.0268111162715488,0
23,24,0,112,7,124,49,49,2,9,9,13,25,74.9,6.1,4.306748466257669,16.224489795918366,1.1084558963775635,1.045866406325138,0
48,19,0,137,8,74,32,23,8,15,17,17,24,47.72,12.4,4.904676258992806,27.608695652173914,1.0540924072265625,1.0494711332850986,0
26,10,0,123,13,79,24,26,7,11,9,13,34,68.1,8.7,4.702448210922787,23.384615384615383,1.09747314453125,1.02728440544822,0
58,18,0,203,21,123,48,42,6,15,19,26,54,50.16,11.5,5.004301075268817,24.80952380952381,1.0873368978500366,1.0776192120143346,0
90,44,0,222,25,121,61,56,2,16,12,30,64,55.54,9.4,4.948393378773126,20.894736842105264,1.062055230140686,1.0179218420615563,0
27,3,0,86,8,44,13,13,3,11,10,15,16,59.03,10.1,5.017910447761194,28.46153846153846,1.0422675609588623,1.034714442033034,0
30,31,0,121,11,103,56,36,2,17,8,13,22,62.07,9.0,4.538461538461538,21.62162162162162,1.0693764686584473,1.042224787530445,0
36,30,0,50,31,50,13,18,8,6,16,3,23,77.06,7.4,4.021634615384615,25.210526315789473,1.0403238534927368,1.004840047735917,0
57,22,0,179,9,127,45,47,2,19,24,19,41,54.52,9.8,5.0789779326364695,21.19148936170213,1.0480504035949707,1.0322693049907685,0
28,9,0,160,18,91,41,29,6,12,12,16,40,51.78,10.9,5.025954198473283,26.0,1.0327224731445312,1.0237915739417076,0
29,9,0,125,9,96,47,30,6,22,10,10,40,68.4,8.6,4.469860896445131,23.84375,1.0375641584396362,1.031093144416809,0
29,10,0,68,37,42,9,19,4,5,9,3,14,77.16,7.3,4.417322834645669,21.94736842105263,1.0511822700500488,1.0357249536012347,0
45,47,0,163,17,119,51,49,6,22,14,12,38,83.46,4.9,4.122147651006712,15.305084745762711,1.0957001447677612,1.0233695712582818,0
83,33,0,184,19,91,39,43,10,18,21,30,47,71.14,7.6,4.694723618090452,20.818181818181817,1.0900368690490723,1.0810506810312686,0
34,9,0,120,13,86,28,24,2,16,6,22,29,53.21,10.3,5.0134453781512605,28.208333333333332,1.0750751495361328,1.03520917147398,0
23,29,0,136,20,76,39,32,2,9,13,9,28,72.05,7.2,4.403780068728523,20.515151515151516,1.0528581142425537,1.076902598142624,0
31,18,0,128,13,77,26,25,12,15,5,19,28,61.56,9.2,4.8845470692717585,27.291666666666668,1.04901921749115,1.0767569261438705,0
27,14,0,104,7,66,32,20,2,8,15,10,36,61.46,9.2,5.0375,27.45,1.112293004989624,1.144720799782697,0
67,25,0,251,20,111,65,47,12,26,11,27,35,64.1,8.2,4.832957110609481,22.416666666666668,1.1713635921478271,1.1165864169597626,0
62,38,0,192,24,112,32,40,9,12,16,24,49,60.95,9.4,4.826296743063932,23.325,1.0835317373275757,1.063823515176773,0
51,40,0,155,13,122,21,38,17,28,13,14,57,58.92,10.2,4.6251497005988025,24.342105263157894,1.0519307851791382,1.0306031041675143,0
27,16,0,87,6,55,22,17,0,10,15,7,24,53.21,10.3,5.069711538461538,27.470588235294116,1.067964792251587,1.0262577112983255,0
51,31,0,123,50,80,30,27,10,13,17,14,33,65.05,9.9,4.460545193687231,29.185185185185187,1.0785514116287231,1.0377293825149536,0
54,23,0,149,24,63,35,43,7,14,18,6,12,74.29,6.4,4.510140405616225,16.680851063829788,1.0852808952331543,1.0338920567716872,0
71,74,0,212,14,178,56,82,15,24,14,13,29,84.27,4.6,3.9710711493354185,12.84873949579832,1.0884238481521606,1.026633858680725,0
83,38,0,241,19,112,72,60,19,31,22,50,78,61.67,9.1,4.6774475524475525,20.875,1.0738731622695923,1.0093584344500588,0
18,8,0,50,2,38,8,9,0,3,4,3,12,47.93,12.3,4.895397489539749,26.6,1.0581252574920654,1.0465680956840515,0
21,13,0,97,20,38,20,16,2,6,12,4,22,49.86,11.6,5.2485549132947975,24.3125,1.0690745115280151,1.0371603444218636,0
21,25,0,102,12,68,32,28,3,8,8,8,37,63.09,8.6,4.639603960396039,21.214285714285715,1.0518933534622192,1.0224956222202466,0
50,25,0,145,4,85,37,26,6,12,18,17,22,52.49,10.6,5.1745762711864405,26.692307692307693,1.0686765909194946,1.032072621233323,0
21,10,0,140,18,80,30,35,4,20,14,16,33,62.48,8.8,4.831715210355987,19.8,1.0454461574554443,1.0416218423843384,0
24,26,0,121,8,89,49,32,3,18,16,12,23,68.1,8.7,4.342271293375394,23.40625,1.055546760559082,1.0270961026350658,0
68,63,0,223,9,138,74,66,13,25,12,40,48,63.7,8.4,4.76599634369287,18.291666666666668,1.0787498950958252,1.2441085444556341,0
18,4,0,58,9,20,13,10,1,7,7,7,10,47.62,12.5,5.045833333333333,26.4,1.07964289188385,1.0104340195655823,0
32,38,0,172,16,115,40,43,10,16,14,27,52,70.84,7.7,4.5785627283800245,22.093023255813954,1.0883039236068726,1.0360567515546626,0
23,12,0,72,8,43,12,13,2,2,15,13,15,45.69,13.2,4.967261904761905,28.923076923076923,1.049926996231079,1.002939141713656,0
57,37,0,118,2,84,33,28,5,12,14,16,39,61.26,9.3,4.863842662632375,22.323529411764707,1.0684689283370972,1.0086114555597305,0
15,5,0,64,14,39,6,10,6,9,7,5,13,59.26,12.1,4.621262458471761,32.8,1.0524265766143799,1.0037792801856995,0
22,3,0,48,7,30,12,13,2,2,10,5,15,61.77,9.1,5.2076271186440675,21.0,1.0564266443252563,1.024648802621024,0
62,26,0,221,31,138,59,49,15,29,22,22,53,70.02,8.0,4.657327586206897,22.163265306122447,1.1096830368041992,1.1172049329394387,0
11,11,0,60,16,44,32,21,5,7,10,3,23,66.98,9.2,4.393013100436681,26.318181818181817,1.1182737350463867,1.080712616443634,0
19,18,0,171,15,80,46,32,8,19,16,19,34,60.55,9.6,4.672699849170438,23.0,1.0668023824691772,1.0450664891137018,0
46,34,0,114,14,86,21,34,7,10,16,9,42,77.06,7.4,4.20746887966805,23.17142857142857,1.0461212396621704,1.0382225960493088,0
49,35,0,118,13,82,38,27,2,18,12,21,46,59.03,10.1,4.79702300405954,21.435897435897434,1.0514384508132935,1.0504037042458851,0
49,18,0,169,17,97,25,34,8,15,19,30,58,60.75,9.5,4.937662337662338,24.0,1.1004717350006104,1.0734689292453585,0
40,19,0,85,33,51,13,19,6,16,12,3,20,65.05,9.9,4.560669456066946,26.85,1.074791431427002,1.01924448854783,0
87,34,0,243,16,106,39,39,6,25,16,29,72,55.58,11.5,4.652641878669276,28.725,1.0498930215835571,1.0296544187209185,0
23,10,0,71,7,43,13,16,5,8,7,10,21,59.03,10.1,4.689855072463768,24.5,1.050469160079956,1.0406678915023804,0
26,15,0,110,11,67,25,21,8,10,4,7,34,52.29,10.7,5.069620253164557,26.142857142857142,1.0808837413787842,1.0396438969506159,0
13,12,0,41,12,27,14,11,4,4,5,3,8,71.34,7.5,4.475770925110132,21.916666666666668,1.0463050603866577,1.0368291934331257,0
33,12,0,101,5,55,16,19,3,16,9,10,23,58.42,10.4,4.688935281837161,27.45,1.0981956720352173,1.053444590833452,0
57,17,0,165,31,98,41,33,4,21,15,12,42,58.52,10.3,4.841830065359477,26.727272727272727,1.1145039796829224,1.0304475963115691,0
26,7,0,68,12,44,16,19,6,5,5,3,20,69.92,8.0,4.604395604395604,22.36842105263158,1.106113314628601,1.0462223887443542,0
43,25,0,204,17,122,37,48,2,22,15,21,39,63.39,8.5,4.8168028004667445,19.836734693877553,1.1388559341430664,1.0289622942606609,0
40,14,0,129,14,82,30,27,9,13,9,14,49,64.24,10.2,4.41060606060606,27.703703703703702,1.0812737941741943,1.1540794933543486,0
46,19,0,113,7,96,41,38,1,13,12,18,35,65.22,7.8,4.716850828729282,22.025641025641026,1.0682692527770996,1.0397594273090363,0
79,26,0,226,13,156,65,56,9,28,14,28,77,62.68,8.7,4.580952380952381,21.725806451612904,1.0868440866470337,1.1458901507513863,0
46,7,0,124,15,64,29,26,5,11,17,9,34,61.56,9.2,4.683426443202979,23.846153846153847,1.09605872631073,1.0727309741471942,0
22,17,0,133,13,98,36,32,4,13,10,11,31,60.04,9.8,4.809006211180124,23.0625,1.092760443687439,1.0521894693374634,0
29,10,0,110,6,69,25,28,2,10,6,12,18,55.74,9.3,5.213080168776371,19.821428571428573,1.0479470491409302,1.0235699272155763,0
22,8,0,102,8,70,34,25,6,13,11,14,25,71.55,7.4,4.575757575757576,21.96,1.040653944015503,1.0492517533509627,0
41,23,0,110,8,69,18,27,5,11,18,18,36,68.1,8.7,4.433962264150943,19.555555555555557,1.0712336301803589,1.0735971579949062,0
45,18,0,155,27,76,28,32,9,8,14,14,38,53.1,10.3,4.996726677577741,21.90625,1.0686248540878296,1.0024220496416092,0
21,8,0,52,13,24,6,11,5,5,5,5,18,59.94,9.8,4.907894736842105,23.181818181818183,1.1250618696212769,1.0669827244498513,0
45,24,0,106,40,76,21,25,9,8,11,9,31,64.14,10.3,4.509554140127388,28.16,1.0804805755615234,1.075484613577525,0
21,22,0,91,14,61,23,21,1,8,14,11,32,68.6,8.5,4.506550218340611,23.727272727272727,1.052660346031189,1.0453957319259644,0
36,15,0,120,12,73,44,25,2,8,14,15,23,59.84,9.8,4.803030303030303,24.8,1.0787663459777832,1.0340330534511142,0
39,13,0,123,9,85,46,29,4,8,8,13,32,61.26,9.3,4.796387520525451,24.413793103448278,1.0476746559143066,1.0256693363189697,0
33,30,0,92,78,78,24,25,18,6,18,9,30,63.73,10.4,4.471317829457364,29.2,1.0607355833053589,1.012356847524643,0
35,13,0,145,9,111,56,35,0,19,15,10,36,67.89,8.8,4.556156968876861,23.916666666666668,1.0856800079345703,1.0774082958698272,0
51,51,0,173,16,139,53,51,5,20,16,19,36,63.19,8.5,4.536885245901639,22.03921568627451,1.075605869293213,1.0328026101702736,0
21,9,0,69,13,46,16,17,0,0,7,11,20,64.41,8.1,5.063545150501672,19.88235294117647,1.0825995206832886,1.029972279773039,0
38,17,0,163,9,81,32,27,7,14,18,16,44,61.67,9.1,4.9049180327868855,25.59259259259259,1.0711604356765747,1.071110679043664,0
24,21,0,49,16,45,15,21,5,8,14,2,19,74.59,6.2,4.322085889570552,17.454545454545453,1.0927019119262695,1.0169740604317707,0
26,9,0,53,16,34,9,11,9,9,8,3,13,54.36,11.9,4.755102040816326,30.0,1.0674620866775513,1.05537615219752,0
73,37,0,143,19,103,55,29,1,24,18,20,34,58.11,10.5,4.7898550724637685,31.633333333333333,1.0575817823410034,1.0410707137163948,0
46,20,0,143,14,58,39,27,8,10,13,45,65,55.98,11.3,4.7523939808481535,29.103448275862068,1.196168303489685,1.2582772154557078,0
22,18,0,61,16,31,7,17,4,7,10,4,13,57.71,10.7,4.948586118251928,25.235294117647058,1.086127519607544,1.0194792607251335,0
15,8,0,67,16,33,15,11,6,9,2,7,12,53.65,12.2,4.745819397993311,31.454545454545453,1.1442575454711914,1.0863685824654319,0
31,22,0,82,17,58,30,26,4,11,13,10,20,70.73,7.7,4.734439834024896,21.5,1.0500929355621338,1.0282956248237973,0
21,18,0,86,10,63,19,26,4,6,7,4,32,74.9,6.1,4.544529262086514,18.192307692307693,1.1001036167144775,1.0814354236309345,0
54,38,0,183,10,110,44,40,2,9,17,23,51,50.67,11.3,4.927519818799547,25.225,1.0742688179016113,1.0991104903974032,0
56,35,0,195,16,123,68,56,8,20,20,20,43,72.26,7.1,4.635206786850477,20.035714285714285,1.104737401008606,1.0663030095722363,0
46,35,0,115,4,88,59,37,3,17,7,15,34,62.17,8.9,4.742424242424242,20.157894736842106,1.0609285831451416,1.0083913181139075,0
33,15,0,104,16,50,20,18,3,9,15,17,34,54.26,12.0,4.851380042462845,29.22222222222222,1.0685932636260986,1.0694004647872026,0
91,46,0,247,20,121,49,41,15,20,28,16,63,71.44,7.4,4.7696969696969695,18.983606557377048,1.0791524648666382,1.0598616508337169,0
66,34,0,210,23,118,97,56,10,23,19,26,47,72.26,7.1,4.689690721649485,20.74137931034483,1.0485352277755737,1.063676118850708,0
89,49,0,212,21,134,51,72,1,21,20,27,54,74.49,6.3,4.7662463627546074,16.28767123287671,1.0881743431091309,1.0701258579889934,0
65,45,0,262,44,182,74,72,6,11,24,29,74,71.44,7.4,4.705703422053232,20.716216216216218,1.1053791046142578,1.0664933757348494,0
63,68,0,193,27,123,70,38,3,32,30,37,73,66.27,9.4,4.229591836734694,27.854166666666668,1.0552414655685425,1.1060806302463306,0
26,33,0,151,27,105,50,42,5,22,17,25,43,61.87,9.1,4.741336633663367,22.0,1.0815370082855225,1.0528390884399415,0
36,36,0,182,33,125,43,51,2,10,12,22,53,72.76,6.9,4.89988358556461,17.98181818181818,1.1062451601028442,1.131224981376103,0
40,17,0,159,12,101,45,39,2,18,12,16,39,61.77,9.1,4.987215909090909,20.871794871794872,1.0504279136657715,1.0242639617486433,0
17,7,0,43,0,37,19,14,0,4,4,12,15,70.94,7.6,4.565371024734982,24.142857142857142,1.0927814245224,1.0032168286187308,0
70,41,0,286,11,156,53,54,5,39,14,22,50,69.41,8.2,4.342832469775475,22.275862068965516,1.0340455770492554,1.0775258193413417,0
15,11,0,59,11,30,8,13,0,12,8,12,15,64.64,10.1,4.401315789473684,25.846153846153847,1.0533839464187622,1.036010435649327,0
68,28,0,170,7,91,46,29,4,20,16,20,44,46.3,13.0,5.058968058968059,30.29032258064516,1.0675472021102905,1.0662952801760506,0
25,10,0,43,14,27,7,10,2,10,6,2,14,63.43,10.5,4.5984251968503935,27.7,1.0481395721435547,1.0470316648483275,0
21,6,0,63,20,22,19,9,3,2,7,14,19,45.29,13.4,4.8839590443686,36.22222222222222,1.0783084630966187,1.0501246319876776,0
46,23,0,130,10,104,38,36,3,8,17,17,33,63.29,8.5,4.884943181818182,22.694444444444443,1.0588299036026,1.0837351517243818,0
48,42,0,209,30,130,51,50,9,14,21,28,54,61.87,9.1,4.984143763213531,21.568627450980394,1.0531402826309204,1.0355506787697475,0
12,6,0,68,13,40,12,18,2,4,6,9,18,54.83,9.7,4.98943661971831,18.0,1.042505145072937,1.1410558289951749,0
7,8,0,53,14,37,34,15,5,3,3,9,7,64.41,8.1,4.904761904761905,20.533333333333335,1.0850300788879395,1.0292394558588664,0
61,55,0,155,23,136,53,51,6,15,9,14,25,81.33,5.7,4.234960272417707,18.625,1.051350712776184,1.075506831918444,0
86,36,0,252,94,97,47,55,18,24,18,16,45,69.72,8.1,4.5773755656108595,21.18032786885246,1.0608880519866943,1.0240612864494323,0
25,5,0,65,2,31,10,12,0,6,6,7,13,47.08,10.6,5.309523809523809,23.166666666666668,1.1123666763305664,1.0634455382823944,0
57,16,0,122,33,56,31,33,2,12,10,19,43,62.17,8.9,4.777424483306836,21.484848484848484,1.063920021057129,1.0391193265500276,0
33,25,0,109,15,98,41,27,9,18,6,10,19,67.99,8.8,4.326229508196722,26.37037037037037,1.1021242141723633,1.0964840650558472,0
47,27,0,158,2,107,38,41,3,9,10,27,50,52.6,10.5,5.181490384615385,23.170731707317074,1.0499571561813354,1.016242954466078,0
13,4,0,66,11,47,25,18,0,8,3,8,23,72.05,7.2,4.60064935064935,19.833333333333332,1.1300908327102661,1.0436747736401029,0
41,23,0,145,10,68,19,26,8,22,13,20,29,65.05,9.9,4.4492979719188765,26.14814814814815,1.0753611326217651,1.0789466324974508,0
42,37,0,128,13,69,25,23,0,14,12,21,34,60.45,9.6,4.783882783882784,24.6,1.0480527877807617,1.0467796262941862,0
59,13,0,126,10,69,22,23,7,11,8,8,22,62.38,8.9,5.016885553470919,25.125,1.0427886247634888,1.0204546213150025,0
82,51,0,229,26,141,112,66,15,30,23,21,68,71.04,7.6,4.471061093247588,20.283783783783782,1.0811833143234253,1.041130553121152,0
52,13,0,167,15,103,38,36,8,12,10,17,70,64.0,8.2,4.9264909847434115,22.583333333333332,1.0591394901275635,1.0639195333827625,0
28,9,0,113,10,67,25,24,7,16,9,7,15,63.09,8.6,4.608076009501188,20.958333333333332,1.0593189001083374,1.0482248067855835,0
53,51,0,146,9,90,50,47,11,16,9,14,48,72.66,7.0,4.285897435897436,18.058823529411764,1.0937021970748901,1.1035808270627803,0
13,9,0,69,8,59,22,27,2,16,11,8,14,57.37,8.7,4.72544080604534,17.037037037037038,1.1052067279815674,1.0374242464701335,0
95,46,0,215,19,88,35,41,28,33,13,14,34,66.07,9.5,4.433179723502304,24.121951219512194,1.1682322025299072,1.6681137614780002,0
51,21,0,164,20,123,33,35,11,20,10,11,36,49.96,11.6,4.887874837027379,24.944444444444443,1.063490867614746,1.0072991785250212,0
32,18,0,125,11,97,45,36,11,18,7,14,22,70.94,7.6,4.525037936267071,22.083333333333332,1.067046046257019,1.025191330909729,0
10,5,0,32,4,13,24,8,1,0,9,1,6,32.46,16.2,5.542857142857143,36.888888888888886,1.1065820455551147,1.2779564725028143,0
74,32,0,210,17,88,44,46,3,9,19,31,41,45.35,11.3,5.328341013824885,20.659574468085108,1.0654088258743286,1.073099869948167,0
18,11,0,58,12,42,15,14,2,4,7,8,22,58.11,10.5,4.802985074626866,25.066666666666666,1.0562903881072998,1.068854840596517,0
82,21,0,176,44,101,51,43,11,17,10,27,53,64.1,8.2,4.812633832976445,24.953488372093023,1.0449515581130981,1.0298994958400727,0
48,12,0,128,2,72,39,26,1,14,12,16,33,60.55,9.6,4.986425339366516,29.115384615384617,1.0612035989761353,1.0542584565969615,0
34,11,0,128,18,78,20,25,1,15,21,16,35,63.43,10.5,4.8032,27.36,1.0273454189300537,1.0472433818014044,0
10,6,0,64,8,37,11,16,0,4,8,9,22,73.58,6.6,4.765124555160142,19.375,1.0939133167266846,1.0378760769963264,0
11,6,0,70,14,45,23,17,2,10,5,8,16,53.31,10.3,4.951070336391437,22.470588235294116,1.0357929468154907,1.0277581074658562,0
36,8,0,92,13,51,22,19,2,7,5,7,15,59.94,9.8,4.8877284595300265,23.736842105263158,1.1108250617980957,1.0176288642381366,0
25,19,0,142,22,100,35,34,8,11,15,14,25,63.59,8.4,4.637037037037037,22.11111111111111,1.0828063488006592,1.034518735749381,0
25,12,0,89,7,50,19,17,9,5,15,11,24,65.15,9.9,4.7075471698113205,25.0,1.1097333431243896,1.0679653130079572,0
51,31,0,186,11,133,53,44,3,15,15,26,38,61.16,9.3,4.885082872928177,23.244444444444444,1.072963833808899,1.0557222432560391,0
31,28,0,132,10,101,50,34,7,18,15,13,41,69.01,8.4,4.372932330827068,21.805555555555557,1.0494790077209473,1.0375094314416249,0
46,22,0,126,8,112,37,36,4,19,13,11,39,61.46,9.2,4.593582887700535,24.11111111111111,1.0857347249984741,1.0357857286930083,0
21,8,0,63,15,42,14,13,3,6,13,11,15,55.88,11.4,4.942857142857143,27.076923076923077,1.0502952337265015,1.031030141390287,0
28,18,0,179,21,96,49,36,4,14,22,16,43,61.26,9.3,4.810958904109589,23.583333333333332,1.108526349067688,1.0421778967506008,0
20,7,0,53,15,32,19,14,1,5,8,8,9,53.51,10.2,5.326693227091633,20.5,1.054006814956665,1.0371067098208837,0
22,13,0,102,10,61,19,23,1,8,6,12,33,51.89,10.8,5.042462845010616,23.52173913043478,1.1059292554855347,1.0919259569861672,0
51,18,0,173,23,104,39,33,4,7,10,19,45,60.24,9.7,4.956276445698166,24.303030303030305,1.114240050315857,1.1015237027948552,0
22,12,0,84,6,51,24,17,2,13,15,15,25,58.32,10.4,4.762886597938144,24.444444444444443,1.0813276767730713,1.0480076764759265,0
25,12,0,91,11,57,17,22,3,11,16,4,26,72.36,7.1,4.466960352422907,24.227272727272727,1.049272894859314,1.036521464586258,0
23,18,0,137,9,92,28,38,4,15,7,25,34,72.66,7.0,4.577106518282989,18.564102564102566,1.081712245941162,1.0355140353952135,0
54,29,0,179,10,136,62,51,9,25,17,21,29,63.49,8.4,4.935721812434141,21.0188679245283,1.135175108909607,1.0307204127311707,0
28,7,0,104,18,61,27,22,1,15,10,13,21,55.84,9.3,4.934354485776805,23.954545454545453,1.1028966903686523,1.023433766866985,0
38,36,0,76,6,79,41,37,1,7,10,10,18,83.25,5.0,4.265017667844523,18.153846153846153,1.080592393875122,1.0382107584564775,0
31,9,0,66,15,45,12,18,7,4,10,7,18,63.59,8.4,4.863636363636363,20.833333333333332,1.067216396331787,1.0330755644374423,0
41,14,0,113,12,72,21,29,4,6,20,8,28,52.9,10.4,5.051546391752577,22.448275862068964,1.1384236812591553,1.0976573001770746,0
71,19,0,130,14,71,32,29,7,21,20,21,40,61.56,9.2,4.914241960183767,24.766666666666666,1.0294791460037231,1.0723347852104588,0
56,36,0,163,39,100,52,72,20,22,17,21,52,74.59,6.2,4.542887029288703,15.520547945205479,1.0893466472625732,1.0261333104102843,0
